,Premise 1,Conclusion,GPT-4,GPT-3.5
2801,magpie,falcon,10.0,11.73356001794912
2802,magpie,heron,7.5,12.219415281275978
2803,magpie,magpie,9.956521739130435,11.29631927082754
2804,magpie,ostrich,5.5,7.611841056505067
2805,magpie,parrot,13.0,13.052835685104
2806,magpie,peacock,10.0,10.182002402261244
2807,magpie,pelican,6.5,9.320844884615198
2808,magpie,robin,13.0,13.064618768353876
2809,magpie,rooster,8.0,9.595222716363235
2810,magpie,seagull,12.0,11.008163256489691
2811,magpie,sparrow,13.0,11.858828439803547
2812,magpie,stork,8.5,10.584517414508722
2813,magpie,swallow,11.0,12.161843987806453
2814,magpie,swan,7.5,10.69700151009452
2815,magpie,turkey,7.5,9.66344230258727
2816,magpie,vulture,7.5,9.516739432340906
2817,magpie,woodpecker,9.0,13.063847955132049
2818,maybug,ant,7.0,10.990309905922686
2819,maybug,bee,7.5,10.281036319692188
2820,maybug,beetle,16.5,14.609071801041395
2821,maybug,bumblebee,7.0,11.262040749846314
2822,maybug,butterfly,7.0,9.761543840876069
2823,maybug,caterpillar,7.0,11.030929768921542
2824,maybug,centipede,5.0,9.561092472447921
2825,maybug,cockroach,7.5,9.836136005692278
2826,maybug,cricket,8.0,12.082573591995807
2827,maybug,dragonfly,6.0,10.034476394002773
2828,maybug,earwig,7.5,10.000019667200757
2829,maybug,flee,6.0,7.042322991076254
2830,maybug,fly,8.0,10.070186928727066
2831,maybug,grasshopper,7.5,12.075926137197197
2832,maybug,horsefly,8.0,9.572405395318256
2833,maybug,ladybug,8.0,10.464086419137999
2834,maybug,leech,2.5,7.42624650230287
2835,maybug,louse,4.5,4.013499077263891
2836,maybug,maybug,6.869565217391305,9.768612725160697
2837,maybug,mosquito,6.5,8.59517185163027
2838,maybug,moth,7.5,10.006205737134419
2839,maybug,spider,3.0,8.784160811840108
2840,maybug,wasp,7.0,9.021726787280073
2841,maybug,worm,3.5,8.156923522147908
2842,mittens,Boot,12.0,8.148926275018269
2843,mittens,beanie,10.0,13.382291962507752
2844,mittens,belt,2.5,6.497294228084719
2845,mittens,blouse,4.0,7.9640442771675115
2846,mittens,bra,2.5,4.591577782714377
2847,mittens,cap,8.0,9.112197051876013
2848,mittens,coat,8.0,10.139329745684744
2849,mittens,dress,3.5,6.337332933346675
2850,mittens,dungarees,3.5,8.241977558749348
2851,mittens,hat,11.0,9.518000771963022
2852,mittens,jeans,3.5,9.192290456885566
2853,mittens,mittens,6.12962962962963,7.985540620124305
2854,mittens,panties,3.5,4.815056380462723
2855,mittens,pants,4.0,6.032339032906637
2856,mittens,pullover,4.5,11.175511484011206
2857,mittens,pyjamas,4.0,7.899793073692099
2858,mittens,scarf,10.0,10.117249408594752
2859,mittens,shirt,5.0,7.947636074520221
2860,mittens,shoes,10.0,2.5070016002431803
2861,mittens,shorts,6.0,8.481871799216716
2862,mittens,skirt,3.5,6.294265159960378
2863,mittens,socks,15.0,8.869063965657586
2864,mittens,suit,3.0,6.270077342660942
2865,mittens,sweater,13.0,12.291793820008422
2866,mittens,t-shirt,4.5,8.241411015922003
2867,mittens,tie,3.0,4.132183041411434
2868,mittens,top,5.0,8.634970938245589
2869,mittens,tracksuit,3.0,8.774109561844341
2870,mixer,apron,2.5,7.55925840897204
2871,mixer,bottle,4.0,10.069084771124732
2872,mixer,bowl,8.0,13.309489807499526
2873,mixer,colander,4.0,10.426697109688753
2874,mixer,fork,3.5,8.610859375018808
2875,mixer,fridge,2.5,1.0456155216622387
2876,mixer,glass,3.5,9.243298213583397
2877,mixer,grater,6.0,11.016763321757992
2878,mixer,kettle,5.0,11.086352759649595
2879,mixer,knife,4.0,9.62680338520134
2880,mixer,mixer,4.696428571428571,9.509084235955301
2881,mixer,mug,3.0,9.72792499385204
2882,mixer,nutcracker,4.0,8.796540455406546
2883,mixer,oven,4.0,5.04392543237703
2884,mixer,pan,5.0,10.265277125014492
2885,mixer,percolator,5.0,10.810639378428995
2886,mixer,plate,3.0,7.052402299460567
2887,mixer,pot,4.5,10.907613994219851
2888,mixer,scale,5.0,10.190039004483163
2889,mixer,scissors,3.0,6.507597162977236
2890,mixer,sieve,6.5,11.72234694560908
2891,mixer,spatula,6.5,12.39848112910061
2892,mixer,spoon,6.0,12.3922316355839
2893,mixer,stove,4.0,8.857855118576227
2894,mixer,teaspoon,4.0,11.040659855449336
2895,mixer,toaster,4.5,8.205690208413504
2896,mixer,towel,2.5,5.669275766329744
2897,mixer,whisk,15.0,15.080369360236178
2898,mixer,wok,3.0,9.5912660670715
2899,mosquito,ant,7.0,9.259038870337001
2900,mosquito,bee,9.0,9.54757202802494
2901,mosquito,beetle,6.5,9.225545159512665
2902,mosquito,bumblebee,6.0,9.166171629851554
2903,mosquito,butterfly,8.0,9.103619128388939
2904,mosquito,caterpillar,4.5,8.715595065218551
2905,mosquito,centipede,3.5,8.58793399503417
2906,mosquito,cockroach,5.5,9.375897424258849
2907,mosquito,cricket,5.0,9.450372555860952
2908,mosquito,dragonfly,8.0,10.625138394948678
2909,mosquito,earwig,6.0,8.653270393387608
2910,mosquito,flee,12.0,10.629570456338765
2911,mosquito,fly,13.5,13.649977196613916
2912,mosquito,grasshopper,5.5,9.097138687365657
2913,mosquito,horsefly,13.0,12.759052326712716
2914,mosquito,ladybug,6.5,8.355605823616152
2915,mosquito,leech,4.0,9.242629723993062
2916,mosquito,louse,7.5,8.488708040514432
2917,mosquito,maybug,6.5,8.59517185163027
2918,mosquito,mosquito,6.869565217391305,9.456906370528745
2919,mosquito,moth,6.5,9.520560811671782
2920,mosquito,spider,3.5,8.702043258117962
2921,mosquito,wasp,8.0,10.455514337247967
2922,mosquito,worm,2.5,6.30271936351455
2923,moth,ant,5.0,9.73087417009792
2924,moth,bee,8.0,10.507677489930693
2925,moth,beetle,8.0,11.253062787773544
2926,moth,bumblebee,8.0,10.777407186584195
2927,moth,butterfly,15.0,15.458141322392187
2928,moth,caterpillar,13.5,14.390898908265317
2929,moth,centipede,3.0,9.574451484816098
2930,moth,cockroach,6.5,10.216597365710921
2931,moth,cricket,6.0,11.438189026298247
2932,moth,dragonfly,7.0,11.212674965567434
2933,moth,earwig,5.5,9.563877776984263
2934,moth,flee,6.0,9.305236080118028
2935,moth,fly,9.0,11.20707275839619
2936,moth,grasshopper,6.0,11.289010506003097
2937,moth,horsefly,6.5,9.69539065508365
2938,moth,ladybug,7.5,10.52677009591666
2939,moth,leech,2.0,8.225317103245052
2940,moth,louse,4.5,8.037259733335272
2941,moth,maybug,7.5,10.006205737134419
2942,moth,mosquito,6.5,9.520560811671782
2943,moth,moth,6.739130434782608,10.468912559699111
2944,moth,spider,4.0,10.118302547688025
2945,moth,wasp,6.5,10.661338899236519
2946,moth,worm,3.5,8.06867146083005
2947,motorbike,Mopeds,15.0,15.924771180107138
2948,motorbike,airplane,5.0,7.509388730359252
2949,motorbike,bicycle,15.0,12.650570465326027
2950,motorbike,boat,5.0,9.041075764409072
2951,motorbike,bus,6.5,9.16650275598402
2952,motorbike,car,14.0,12.192528541241341
2953,motorbike,carriage,6.5,8.24613994921517
2954,motorbike,cart,8.5,9.061075708638318
2955,motorbike,helicopter,5.0,9.215890031999228
2956,motorbike,hovercraft,7.5,9.281984406933951
2957,motorbike,jeep,9.0,10.847426270220193
2958,motorbike,motorbike,7.282608695652174,8.639945854605209
2959,motorbike,rocket,4.5,4.82767077300786
2960,motorbike,skateboard,7.0,8.380818866602176
2961,motorbike,sled,7.0,6.472704866874961
2962,motorbike,submarine,2.5,2.980454063280618
2963,motorbike,taxi,10.0,9.303135074386192
2964,motorbike,tractor,7.0,8.853555790431678
2965,motorbike,trailer,4.5,7.54258452420976
2966,motorbike,train,5.0,7.598894559648878
2967,motorbike,tram,5.0,8.020185206152638
2968,motorbike,truck,8.0,9.546464702915099
2969,motorbike,van,7.5,9.52184293538776
2970,motorbike,zeppelin,2.5,2.5330894885884807
2971,mouse,beaver,10.0,10.784219361233173
2972,mouse,cat,7.0,12.35740488115686
2973,mouse,cow,7.5,7.850644903580964
2974,mouse,deer,9.0,9.851177196053321
2975,mouse,dog,8.0,12.083195930492227
2976,mouse,donkey,5.0,7.691052915700089
2977,mouse,dromedary,4.5,8.090594951628901
2978,mouse,elephant,4.5,6.157035169943993
2979,mouse,fox,7.5,11.323377425462017
2980,mouse,giraffe,3.5,3.9613488240022883
2981,mouse,hamster,15.0,15.169643008228723
2982,mouse,hedgehog,8.0,12.96125040316685
2983,mouse,hippopotamus,3.5,5.346976057656117
2984,mouse,horse,6.0,8.42469868065199
2985,mouse,lion,5.0,7.203067085784278
2986,mouse,llama,4.5,7.695056312693987
2987,mouse,mouse,7.108695652173913,9.47752831603047
2988,mouse,rabbit,12.0,15.313844561982236
2989,mouse,rhinoceros,3.5,6.556420832055707
2990,mouse,sheep,8.0,9.006446053140259
2991,mouse,squirrel,14.5,15.687532720411786
2992,mouse,tiger,5.0,7.409866250074799
2993,mouse,wolf,6.5,9.644628987959743
2994,mouse,zebra,5.5,7.413668755640524
2995,mug,apron,2.0,8.105205691911992
2996,mug,bottle,8.0,9.836707793765449
2997,mug,bowl,11.0,12.9892807806254
2998,mug,colander,3.0,8.820195280003075
2999,mug,fork,2.5,7.335350907445736
3000,mug,fridge,2.0,0.31606741597902693
3001,mug,glass,13.5,12.578938728321722
3002,mug,grater,2.5,8.208089657387358
3003,mug,kettle,8.0,11.80433677344128
3004,mug,knife,2.0,5.482888672358329
3005,mug,mixer,3.0,9.72792499385204
3006,mug,mug,4.25,8.260641591393494
3007,mug,nutcracker,2.0,8.349704887859946
3008,mug,oven,2.0,3.597239549333869
3009,mug,pan,5.0,9.32875555763302
3010,mug,percolator,8.0,10.908798739256984
3011,mug,plate,6.0,9.7273713769899
3012,mug,pot,8.0,10.273069820770184
3013,mug,scale,2.5,8.55646371750047
3014,mug,scissors,2.0,3.835111402751069
3015,mug,sieve,3.0,8.621278699766638
3016,mug,spatula,3.0,8.673439096591324
3017,mug,spoon,4.5,9.76733989212456
3018,mug,stove,2.0,4.7345288493329685
3019,mug,teaspoon,4.0,9.223598093851813
3020,mug,toaster,2.5,6.778774810990276
3021,mug,towel,2.0,6.26097592254526
3022,mug,whisk,2.5,8.579569358087006
3023,mug,wok,2.5,8.876958088541143
3024,nail,adjustable spanner,3.0,6.5528749320282635
3025,nail,anvil,3.0,6.8964755466295
3026,nail,axe,4.0,8.322261044793681
3027,nail,chisel,6.0,9.876989069614279
3028,nail,crowbar,6.5,10.424073281863954
3029,nail,drill,6.5,8.62329878505139
3030,nail,file,4.0,8.562470741132525
3031,nail,hammer,9.0,12.619291881972956
3032,nail,knife,5.0,8.751338887732535
3033,nail,level,3.0,7.841205105714669
3034,nail,nail,4.15,7.878461337607879
3035,nail,pickaxe,4.0,9.811029727890261
3036,nail,plane,2.5,8.13750911374895
3037,nail,plough,3.0,3.056871317085908
3038,nail,rope,3.0,6.663023821466121
3039,nail,saw,4.5,7.801607134675919
3040,nail,screwdriver,4.5,9.026816910532727
3041,nail,shovel,3.5,5.95705731991716
3042,nail,tongs,2.5,7.633081049338714
3043,nail,wheelbarrow,2.5,4.924384917722222
3044,nail,wrench,3.0,6.087566163245862
3045,nutcracker,apron,2.0,7.658987265804954
3046,nutcracker,bottle,2.0,5.355346267185688
3047,nutcracker,bowl,2.5,8.67314998718934
3048,nutcracker,colander,2.5,8.365918829672719
3049,nutcracker,fork,5.0,8.580148688146016
3050,nutcracker,fridge,1.5,0.2864285207939503
3051,nutcracker,glass,2.0,6.043048637202411
3052,nutcracker,grater,4.0,9.866917435378202
3053,nutcracker,kettle,2.0,5.356937048054618
3054,nutcracker,knife,4.0,10.022577770627457
3055,nutcracker,mixer,4.0,8.796540455406546
3056,nutcracker,mug,2.0,8.349704887859946
3057,nutcracker,nutcracker,2.875,7.32322282366205
3058,nutcracker,oven,2.0,3.2250891043481658
3059,nutcracker,pan,3.0,8.525092351564423
3060,nutcracker,percolator,2.0,4.185218396533756
3061,nutcracker,plate,2.0,6.3002668820142915
3062,nutcracker,pot,3.0,8.720122337767126
3063,nutcracker,scale,4.0,7.401383072422947
3064,nutcracker,scissors,8.0,8.43883227840109
3065,nutcracker,sieve,2.5,8.880553547998172
3066,nutcracker,spatula,3.0,8.954180162423059
3067,nutcracker,spoon,3.0,9.426400806200414
3068,nutcracker,stove,2.0,5.897857907599977
3069,nutcracker,teaspoon,3.5,8.688302021364974
3070,nutcracker,toaster,2.0,6.570757810879973
3071,nutcracker,towel,2.0,4.243437861188989
3072,nutcracker,whisk,3.0,9.609182951277045
3073,nutcracker,wok,2.0,8.627855777231165
3074,orca,anchovy,1.5,4.1545831383470535
3075,orca,carp,2.0,4.909524559593838
3076,orca,cod,2.0,5.684898545467931
3077,orca,dolphin,10.0,16.066228911333962
3078,orca,eel,2.5,7.645010272891995
3079,orca,flatfish,2.0,5.813538130871648
3080,orca,goldfish,2.0,2.906663284142611
3081,orca,herring,2.0,6.659822377595576
3082,orca,orca,3.071428571428572,7.728044464877789
3083,orca,pike,2.5,8.266490574330989
3084,orca,piranha,2.5,7.375827521136281
3085,orca,plaice,2.0,6.45060598402741
3086,orca,ray,3.0,9.719988830021395
3087,orca,sardine,1.5,5.678037352093568
3088,orca,shark,6.0,11.917449883396344
3089,orca,squid,1.0,9.283420383313091
3090,orca,stickleback,2.0,6.145111107721648
3091,orca,trout,2.0,5.438175625990116
3092,organ,accordion,12.0,15.40464097508085
3093,organ,bagpipe,7.5,11.305873808887721
3094,organ,banjo,3.0,9.862284898268419
3095,organ,bassoon,4.5,10.166668658429252
3096,organ,cello,4.0,10.471519371608913
3097,organ,clarinet,4.5,11.367727119813154
3098,organ,cymbals,2.5,9.08006411219548
3099,organ,drum,3.5,9.617051660385483
3100,organ,flute,4.0,12.729587311588663
3101,organ,guitar,5.0,12.115207113185646
3102,organ,harmonica,8.5,12.406587768045082
3103,organ,harp,4.5,12.856318661837292
3104,organ,harpsichord,12.0,15.067609897496204
3105,organ,organ,6.119047619047619,11.567683240577114
3106,organ,piano,15.0,15.710030686661224
3107,organ,saxophone,4.5,10.97437038971665
3108,organ,synthesizer,15.0,15.156184048455831
3109,organ,tambourine,2.5,9.607991088417396
3110,organ,triangle,2.0,7.5912979678729045
3111,organ,trombone,5.0,9.721006767396284
3112,organ,trumpet,5.0,11.586019556659394
3113,organ,violin,4.0,10.123306190117578
3114,ostrich,blackbird,5.5,8.613621622427898
3115,ostrich,canary,6.0,7.5290975448920605
3116,ostrich,chicken,13.0,9.864363987926533
3117,ostrich,crow,6.0,8.905499462962823
3118,ostrich,dove,7.5,8.414402523953292
3119,ostrich,duck,8.0,9.342664122015666
3120,ostrich,eagle,6.5,10.649578360927645
3121,ostrich,falcon,5.5,8.632024481619046
3122,ostrich,heron,6.5,9.494010957540988
3123,ostrich,magpie,5.5,7.611841056505067
3124,ostrich,ostrich,6.913043478260869,8.608114495390447
3125,ostrich,parrot,6.5,9.012639780348115
3126,ostrich,peacock,8.0,9.672811370897975
3127,ostrich,pelican,7.0,9.32737243257614
3128,ostrich,robin,5.0,8.078168301181599
3129,ostrich,rooster,10.0,9.27005770659401
3130,ostrich,seagull,5.5,7.485399415210978
3131,ostrich,sparrow,6.5,4.270960342700807
3132,ostrich,stork,9.0,9.791913702490074
3133,ostrich,swallow,4.5,6.686348595155082
3134,ostrich,swan,6.5,8.696831663385485
3135,ostrich,turkey,9.0,9.548095394216869
3136,ostrich,vulture,7.0,9.246807920944683
3137,ostrich,woodpecker,4.5,7.8421226475074715
3138,oven,apron,2.0,2.732968512992808
3139,oven,bottle,2.0,2.4912472912998327
3140,oven,bowl,3.0,4.505653798631692
3141,oven,colander,2.0,4.266466161911946
3142,oven,fork,2.0,3.054351744187763
3143,oven,fridge,6.5,3.3663763287913966
3144,oven,glass,2.0,3.3543817627111556
3145,oven,grater,2.0,4.52110076763355
3146,oven,kettle,4.5,5.899979543977022
3147,oven,knife,2.0,4.0511760559801
3148,oven,mixer,4.0,5.04392543237703
3149,oven,mug,2.0,3.597239549333869
3150,oven,nutcracker,2.0,3.2250891043481658
3151,oven,oven,3.7142857142857135,4.855219997564109
3152,oven,pan,8.0,8.90351653506007
3153,oven,percolator,4.0,6.643385980448685
3154,oven,plate,2.5,3.704970005341262
3155,oven,pot,6.5,8.310577422181336
3156,oven,scale,3.0,3.805902499395916
3157,oven,scissors,1.0,0.8158584566924341
3158,oven,sieve,2.0,4.579296177109862
3159,oven,spatula,2.0,4.689762873031415
3160,oven,spoon,2.0,3.779601535882249
3161,oven,stove,15.0,15.988110284667195
3162,oven,teaspoon,2.0,2.874894349853552
3163,oven,toaster,12.0,9.828354554338002
3164,oven,towel,1.5,0.774538886932236
3165,oven,whisk,2.0,4.779042197026641
3166,oven,wok,4.5,6.358392119657875
3167,pan,apron,2.5,9.759320489543613
3168,pan,bottle,3.0,7.260517183062545
3169,pan,bowl,9.0,11.905523716955472
3170,pan,colander,6.5,12.44819822691317
3171,pan,fork,3.5,7.997649659675246
3172,pan,fridge,2.5,2.3433380158288304
3173,pan,glass,4.0,9.01735269644475
3174,pan,grater,5.0,10.292219334557242
3175,pan,kettle,10.0,14.162881645060114
3176,pan,knife,5.0,10.954404882201931
3177,pan,mixer,5.0,10.265277125014492
3178,pan,mug,5.0,9.32875555763302
3179,pan,nutcracker,3.0,8.525092351564423
3180,pan,oven,8.0,8.90351653506007
3181,pan,pan,5.785714285714286,10.327709288900849
3182,pan,percolator,6.0,12.570875799220882
3183,pan,plate,8.0,9.8298068274308
3184,pan,pot,16.0,16.765293538762748
3185,pan,scale,6.0,11.404333630195476
3186,pan,scissors,2.0,4.490200312178632
3187,pan,sieve,6.0,11.813407925194259
3188,pan,spatula,5.0,13.713089326273991
3189,pan,spoon,5.0,9.742377304543917
3190,pan,stove,6.5,13.17161841094629
3191,pan,teaspoon,4.0,8.538716278291467
3192,pan,toaster,4.5,8.990871173778327
3193,pan,towel,2.0,6.516163194598426
3194,pan,whisk,4.0,12.262419299944703
3195,pan,wok,15.0,16.20263964834891
3196,panties,Boot,3.0,6.231085562043033
3197,panties,beanie,2.0,7.56681546103383
3198,panties,belt,4.0,6.398987336443468
3199,panties,blouse,4.0,8.72635767102293
3200,panties,bra,15.0,9.73421226499645
3201,panties,cap,2.5,4.120878912857141
3202,panties,coat,3.0,5.5828939367125745
3203,panties,dress,5.5,8.290231819095355
3204,panties,dungarees,3.5,8.248762618087902
3205,panties,hat,3.0,4.332304258042915
3206,panties,jeans,4.0,10.427985437116407
3207,panties,mittens,3.5,4.815056380462723
3208,panties,panties,5.185185185185185,7.066911766266704
3209,panties,pants,13.5,7.318350132691707
3210,panties,pullover,2.5,8.698102870529985
3211,panties,pyjamas,6.0,8.062026820319723
3212,panties,scarf,3.0,4.839165906409523
3213,panties,shirt,6.0,8.763212235161994
3214,panties,shoes,3.5,1.4247562798414473
3215,panties,shorts,12.0,7.850457852617797
3216,panties,skirt,8.0,9.774251587866024
3217,panties,socks,10.0,6.621800878115712
3218,panties,suit,2.0,6.277759946958932
3219,panties,sweater,3.0,8.396916813889789
3220,panties,t-shirt,5.5,8.90811020525685
3221,panties,tie,2.5,2.6528241886933754
3222,panties,top,6.0,8.87557550708907
3223,panties,tracksuit,3.5,7.867734805844355
3224,pants,Boot,7.5,9.648388440025066
3225,pants,beanie,3.5,8.802565775741026
3226,pants,belt,6.5,8.734366470978788
3227,pants,blouse,7.5,9.439135665759357
3228,pants,bra,6.0,6.524174040893895
3229,pants,cap,4.5,8.019634563466832
3230,pants,coat,9.0,9.477404321938382
3231,pants,dress,6.0,9.498373161058499
3232,pants,dungarees,14.5,12.859384961902556
3233,pants,hat,5.0,6.438987500395401
3234,pants,jeans,16.0,17.46639674612789
3235,pants,mittens,4.0,6.032339032906637
3236,pants,panties,13.5,7.318350132691707
3237,pants,pants,8.222222222222221,9.178621287391262
3238,pants,pullover,4.5,10.245792090072907
3239,pants,pyjamas,12.5,9.277015771045836
3240,pants,scarf,4.0,6.4553204705324365
3241,pants,shirt,8.0,9.895720879695734
3242,pants,shoes,5.0,4.482004177494569
3243,pants,shorts,15.0,10.609552983169216
3244,pants,skirt,10.0,11.217055777427259
3245,pants,socks,8.0,6.725556103757693
3246,pants,suit,12.0,12.198431909689582
3247,pants,sweater,6.0,9.638629186495038
3248,pants,t-shirt,8.0,10.252214894267755
3249,pants,tie,3.5,5.5284845769024855
3250,pants,top,8.0,9.749575186708118
3251,pants,tracksuit,14.0,11.287919938419403
3252,parrot,blackbird,9.0,10.540978248216026
3253,parrot,canary,14.5,12.656524030829436
3254,parrot,chicken,12.0,10.890689220049701
3255,parrot,crow,12.0,10.893241133348614
3256,parrot,dove,12.0,12.353272561119338
3257,parrot,duck,9.0,10.750878227166883
3258,parrot,eagle,10.0,11.222753381477567
3259,parrot,falcon,12.0,10.3464343634325
3260,parrot,heron,7.5,11.487186532559136
3261,parrot,magpie,13.0,13.052835685104
3262,parrot,ostrich,6.5,9.012639780348115
3263,parrot,parrot,10.043478260869565,10.830266041485643
3264,parrot,peacock,10.0,12.86999122508739
3265,parrot,pelican,8.0,10.529102953640669
3266,parrot,robin,11.0,10.744520783562987
3267,parrot,rooster,10.0,11.80318660586391
3268,parrot,seagull,9.0,8.766701657729259
3269,parrot,sparrow,12.0,11.059605732781794
3270,parrot,stork,7.5,10.88047118013224
3271,parrot,swallow,11.0,10.702764500868708
3272,parrot,swan,7.5,9.591447429523459
3273,parrot,turkey,7.5,10.001034255731453
3274,parrot,vulture,8.0,9.295602988751652
3275,parrot,woodpecker,12.0,9.644256476844971
3276,peacock,blackbird,7.5,9.543230032989051
3277,peacock,canary,7.5,9.271260702115267
3278,peacock,chicken,12.0,9.37243326723956
3279,peacock,crow,7.0,9.216187478147559
3280,peacock,dove,9.0,10.30929927926649
3281,peacock,duck,8.0,9.89182249503003
3282,peacock,eagle,7.0,11.595636122033468
3283,peacock,falcon,7.0,9.29833888563033
3284,peacock,heron,8.0,12.262627405491072
3285,peacock,magpie,10.0,10.182002402261244
3286,peacock,ostrich,8.0,9.672811370897975
3287,peacock,parrot,10.0,12.86999122508739
3288,peacock,peacock,8.08695652173913,9.945350425014206
3289,peacock,pelican,7.0,9.260202726980708
3290,peacock,robin,8.0,10.209324851316644
3291,peacock,rooster,11.0,11.134942454231627
3292,peacock,seagull,7.0,7.893572755905349
3293,peacock,sparrow,8.0,8.945106513825518
3294,peacock,stork,7.5,10.794434240169188
3295,peacock,swallow,7.5,8.448764093730524
3296,peacock,swan,8.0,11.22671580089009
3297,peacock,turkey,10.0,10.037545083580827
3298,peacock,vulture,5.0,8.92846794780425
3299,peacock,woodpecker,6.0,8.378342640702565
3300,pelican,blackbird,6.5,8.90916639325197
3301,pelican,canary,7.5,8.72817918897621
3302,pelican,chicken,8.0,8.726629045670801
3303,pelican,crow,7.5,9.160884766614124
3304,pelican,dove,8.0,10.746771342104322
3305,pelican,duck,13.0,13.306101701591416
3306,pelican,eagle,11.0,13.313077233058895
3307,pelican,falcon,8.0,9.350525293420109
3308,pelican,heron,13.5,14.866481219113247
3309,pelican,magpie,6.5,9.320844884615198
3310,pelican,ostrich,7.0,9.32737243257614
3311,pelican,parrot,8.0,10.529102953640669
3312,pelican,peacock,7.0,9.260202726980708
3313,pelican,pelican,8.76086956521739,10.393568994565632
3314,pelican,robin,8.0,9.111401143533843
3315,pelican,rooster,6.0,8.967352886756967
3316,pelican,seagull,13.0,13.502080429935504
3317,pelican,sparrow,7.5,7.968123380150712
3318,pelican,stork,14.0,13.597320821753119
3319,pelican,swallow,8.0,9.172562255934375
3320,pelican,swan,11.0,12.455340029153444
3321,pelican,turkey,7.0,9.536470303082154
3322,pelican,vulture,9.0,11.00799872337744
3323,pelican,woodpecker,6.5,8.188097719718165
3324,percolator,apron,2.0,8.41401432989658
3325,percolator,bottle,4.5,8.763448662192907
3326,percolator,bowl,4.0,10.664598268632814
3327,percolator,colander,5.0,11.53365648156241
3328,percolator,fork,2.0,7.519865914999233
3329,percolator,fridge,2.5,1.1661734156120802
3330,percolator,glass,6.0,8.627804623522447
3331,percolator,grater,3.0,9.634226635917312
3332,percolator,kettle,13.5,15.613848969832517
3333,percolator,knife,2.0,8.065556687809972
3334,percolator,mixer,5.0,10.810639378428995
3335,percolator,mug,8.0,10.908798739256984
3336,percolator,nutcracker,2.0,4.185218396533756
3337,percolator,oven,4.0,6.643385980448685
3338,percolator,pan,6.0,12.570875799220882
3339,percolator,percolator,4.464285714285714,9.246321924918806
3340,percolator,plate,2.5,7.4723826462248315
3341,percolator,pot,12.0,14.395839887991707
3342,percolator,scale,3.5,8.523685769591195
3343,percolator,scissors,2.0,4.2577745116105925
3344,percolator,sieve,6.5,11.419177749326094
3345,percolator,spatula,2.5,10.005008202782616
3346,percolator,spoon,3.0,9.55609967410177
3347,percolator,stove,6.5,12.131929572377269
3348,percolator,teaspoon,3.0,9.373626927377398
3349,percolator,toaster,6.0,9.782406669444176
3350,percolator,towel,2.0,4.349320383424356
3351,percolator,whisk,3.5,10.5600607025509
3352,percolator,wok,2.5,11.947588917056127
3353,piano,accordion,11.0,12.363094140121012
3354,piano,bagpipe,3.5,9.58063972624003
3355,piano,banjo,4.5,9.76427005686487
3356,piano,bassoon,4.5,10.059475793343996
3357,piano,cello,7.0,13.789635839116741
3358,piano,clarinet,4.0,10.93387562295732
3359,piano,cymbals,3.5,8.170199900909866
3360,piano,drum,5.5,9.518627768959409
3361,piano,flute,4.5,11.310838360575342
3362,piano,guitar,8.0,12.267009449474033
3363,piano,harmonica,6.0,10.13286899647633
3364,piano,harp,10.0,12.754450358670816
3365,piano,harpsichord,15.0,15.160443296372781
3366,piano,organ,15.0,15.710030686661224
3367,piano,piano,6.547619047619048,10.889694965160704
3368,piano,saxophone,3.5,9.28478029159018
3369,piano,synthesizer,13.5,12.146629619961683
3370,piano,tambourine,2.5,7.502142736143614
3371,piano,triangle,2.5,6.4803827634712174
3372,piano,trombone,3.5,8.585324971342548
3373,piano,trumpet,4.0,10.149422420983992
3374,piano,violin,6.0,13.019451468137767
3375,pickaxe,adjustable spanner,4.5,9.908772795974214
3376,pickaxe,anvil,6.0,6.622702226486993
3377,pickaxe,axe,14.5,16.09241732142673
3378,pickaxe,chisel,10.0,10.480864366493485
3379,pickaxe,crowbar,10.0,14.899844066326601
3380,pickaxe,drill,11.5,9.88481564664351
3381,pickaxe,file,4.5,8.220127717251565
3382,pickaxe,hammer,13.0,14.031505528116178
3383,pickaxe,knife,6.0,8.292003464277634
3384,pickaxe,level,3.5,9.22886614753514
3385,pickaxe,nail,4.0,9.811029727890261
3386,pickaxe,pickaxe,7.125,10.012252210582833
3387,pickaxe,plane,4.5,6.491295509231275
3388,pickaxe,plough,8.0,6.3619909569860935
3389,pickaxe,rope,3.0,7.364824182431224
3390,pickaxe,saw,7.0,9.544951298568176
3391,pickaxe,screwdriver,4.0,8.515187516104849
3392,pickaxe,shovel,15.0,15.47497956142216
3393,pickaxe,tongs,3.5,11.027156528458523
3394,pickaxe,wheelbarrow,5.5,8.75520569851226
3395,pickaxe,wrench,4.5,9.236503951519815
3396,pike,anchovy,4.5,7.877528107167083
3397,pike,carp,8.0,10.934673927311977
3398,pike,cod,7.0,10.942468908204393
3399,pike,dolphin,2.5,5.834955468411122
3400,pike,eel,7.5,9.62011093758435
3401,pike,flatfish,5.0,10.394376715799218
3402,pike,goldfish,5.0,9.241449164137991
3403,pike,herring,6.0,10.760925671677523
3404,pike,orca,2.5,8.266490574330989
3405,pike,pike,5.761904761904762,9.587732385983246
3406,pike,piranha,7.5,9.052470489205259
3407,pike,plaice,5.0,9.827916908718231
3408,pike,ray,4.5,9.799706824046883
3409,pike,sardine,5.0,8.814742881067193
