Argument 1-Premise 1,Argument 1-Premise 2,Argument 1-Conclusion,Argument 2-Premise 1,Argument 2-Premise 2,Argument 2-Conclusion,Argument 2 Chosen,participant_id
truck,,car,car,,truck,0,57d0a0bee3221e00015fe385
blouse,,shirt,shirt,,blouse,0,57d0a0bee3221e00015fe385
zebra,,horse,horse,,zebra,0,57d0a0bee3221e00015fe385
turkey,,chicken,chicken,,turkey,1,57d0a0bee3221e00015fe385
axe,,knife,knife,,axe,1,57d0a0bee3221e00015fe385
parakeet,,canary,canary,,parakeet,1,57d0a0bee3221e00015fe385
saxophone,,trumpet,trumpet,,saxophone,0,57d0a0bee3221e00015fe385
go-cart,,car,car,,go-cart,0,57d0a0bee3221e00015fe385
tiger,,cat,cat,,tiger,0,57d0a0bee3221e00015fe385
cello,,double bass,double bass,,cello,1,57d0a0bee3221e00015fe385
blouse,,shirt,shirt,,blouse,0,5d49d17b3dad1f0001e2aba1
axe,,knife,knife,,axe,1,5d49d17b3dad1f0001e2aba1
vulture,,eagle,eagle,,vulture,0,5d49d17b3dad1f0001e2aba1
tiger,,cat,cat,,tiger,1,5d49d17b3dad1f0001e2aba1
rifle,,pistol,pistol,,rifle,1,5d49d17b3dad1f0001e2aba1
piano,,synthesizer,synthesizer,,piano,1,5d49d17b3dad1f0001e2aba1
zebra,,donkey,donkey,,zebra,1,5d49d17b3dad1f0001e2aba1
organ,,synthesizer,synthesizer,,organ,1,5d49d17b3dad1f0001e2aba1
sparrow,,chickadee,chickadee,,sparrow,1,5d49d17b3dad1f0001e2aba1
banjo,,guitar,guitar,,banjo,0,5d49d17b3dad1f0001e2aba1
falcon,,eagle,eagle,,falcon,0,5d49d17b3dad1f0001e2aba1
snake,,boa,boa,,snake,0,5d49d17b3dad1f0001e2aba1
wolf,,dog,dog,,wolf,1,5d49d17b3dad1f0001e2aba1
wasp,,bee,bee,,wasp,0,5d49d17b3dad1f0001e2aba1
go-cart,,car,car,,go-cart,0,5d49d17b3dad1f0001e2aba1
submarine,,boat,boat,,submarine,0,5d49d17b3dad1f0001e2aba1
machine gun,,pistol,pistol,,machine gun,1,5d49d17b3dad1f0001e2aba1
tiger,,lion,lion,,tiger,0,5d49d17b3dad1f0001e2aba1
cello,,double bass,double bass,,cello,0,5d49d17b3dad1f0001e2aba1
airplane,,helicopter,helicopter,,airplane,1,5d49d17b3dad1f0001e2aba1
rooster,,chicken,chicken,,rooster,1,5d49d17b3dad1f0001e2aba1
horse,,donkey,donkey,,horse,1,5d49d17b3dad1f0001e2aba1
trombone,,trumpet,trumpet,,trombone,0,5d49d17b3dad1f0001e2aba1
zebra,,horse,horse,,zebra,0,5d49d17b3dad1f0001e2aba1
bumblebee,,bee,bee,,bumblebee,0,5d49d17b3dad1f0001e2aba1
recorder,,clarinet,clarinet,,recorder,0,5d49d17b3dad1f0001e2aba1
wolf,,fox,fox,,wolf,1,5d49d17b3dad1f0001e2aba1
sardine,,anchovy,anchovy,,sardine,0,5d49d17b3dad1f0001e2aba1
wasp,,bumblebee,bumblebee,,wasp,0,5d49d17b3dad1f0001e2aba1
stork,,heron,heron,,stork,1,5d49d17b3dad1f0001e2aba1
swan,,duck,duck,,swan,1,5d49d17b3dad1f0001e2aba1
rhinoceros,,hippopotamus,hippopotamus,,rhinoceros,1,5d49d17b3dad1f0001e2aba1
pants,,jeans,jeans,,pants,0,5d49d17b3dad1f0001e2aba1
turtle,,tortoise,tortoise,,turtle,0,5d49d17b3dad1f0001e2aba1
turkey,,chicken,chicken,,turkey,1,5d49d17b3dad1f0001e2aba1
sardine,,anchovy,anchovy,,sardine,1,5dcca657854936945d68eaa9
piano,,synthesizer,synthesizer,,piano,1,5dcca657854936945d68eaa9
recorder,,clarinet,clarinet,,recorder,0,5dcca657854936945d68eaa9
wasp,,bee,bee,,wasp,0,5dcca657854936945d68eaa9
cello,,violin,violin,,cello,0,5dcca657854936945d68eaa9
banjo,,guitar,guitar,,banjo,0,5dcca657854936945d68eaa9
vulture,,eagle,eagle,,vulture,0,5dcca657854936945d68eaa9
snake,,boa,boa,,snake,1,5dcca657854936945d68eaa9
flute,,pan flute,pan flute,,flute,1,5dcca657854936945d68eaa9
wolf,,fox,fox,,wolf,1,5dcca657854936945d68eaa9
sparrow,,robin,robin,,sparrow,0,5dcca657854936945d68eaa9
sparrow,,chickadee,chickadee,,sparrow,1,5dcca657854936945d68eaa9
rifle,,pistol,pistol,,rifle,0,5dcca657854936945d68eaa9
go-cart,,car,car,,go-cart,0,5dcca657854936945d68eaa9
horse,,donkey,donkey,,horse,1,5dcca657854936945d68eaa9
machine gun,,pistol,pistol,,machine gun,1,5dcca657854936945d68eaa9
parakeet,,canary,canary,,parakeet,0,5dcca657854936945d68eaa9
stork,,heron,heron,,stork,0,5dcca657854936945d68eaa9
falcon,,eagle,eagle,,falcon,0,5dcca657854936945d68eaa9
crocodile,,alligator,alligator,,crocodile,0,5dcca657854936945d68eaa9
cello,,double bass,double bass,,cello,1,5dcca657854936945d68eaa9
swan,,duck,duck,,swan,0,5dcca657854936945d68eaa9
turtle,,tortoise,tortoise,,turtle,1,5dcca657854936945d68eaa9
turkey,,chicken,chicken,,turkey,0,5dcca657854936945d68eaa9
whale,,sperm whale,sperm whale,,whale,1,5dcca657854936945d68eaa9
truck,,car,car,,truck,0,5dcca657854936945d68eaa9
trombone,,trumpet,trumpet,,trombone,0,5dcca657854936945d68eaa9
rifle,,double barrelled shotgun,double barrelled shotgun,,rifle,1,5dcca657854936945d68eaa9
organ,,synthesizer,synthesizer,,organ,1,5dcca657854936945d68eaa9
blouse,,shirt,shirt,,blouse,0,5dcca657854936945d68eaa9
zebra,,horse,horse,,zebra,0,5dcca657854936945d68eaa9
submarine,,boat,boat,,submarine,0,5dcca657854936945d68eaa9
zebra,,donkey,donkey,,zebra,0,5dcca657854936945d68eaa9
wolf,,dog,dog,,wolf,0,5dcca657854936945d68eaa9
bumblebee,,bee,bee,,bumblebee,0,5dcca657854936945d68eaa9
banjo,,guitar,guitar,,banjo,0,6969AZQR2
cello,,double bass,double bass,,cello,1,6969AZQR2
wasp,,bee,bee,,wasp,0,6969AZQR2
cello,,violin,violin,,cello,0,6969AZQR2
rhinoceros,,hippopotamus,hippopotamus,,rhinoceros,1,6969AZQR2
falcon,,eagle,eagle,,falcon,0,6969AZQR2
axe,,knife,knife,,axe,1,6969AZQR2
submarine,,boat,boat,,submarine,1,6969AZQR2
saxophone,,trumpet,trumpet,,saxophone,1,6969AZQR2
zebra,,horse,horse,,zebra,0,6969AZQR2
bumblebee,,bee,bee,,bumblebee,0,6969AZQR2
mouse,,hamster,hamster,,mouse,1,6969AZQR2
swan,,duck,duck,,swan,0,6969AZQR2
rifle,,double barrelled shotgun,double barrelled shotgun,,rifle,1,6969AZQR2
organ,,piano,piano,,organ,0,6969AZQR2
fruit fly,,fly,fly,,fruit fly,0,6969AZQR2
vulture,,eagle,eagle,,vulture,0,6969AZQR2
wolf,,dog,dog,,wolf,0,6969AZQR2
horse,,donkey,donkey,,horse,1,6969AZQR2
turtle,,tortoise,tortoise,,turtle,1,6969AZQR2
sparrow,,chickadee,chickadee,,sparrow,1,6969AZQR2
organ,,synthesizer,synthesizer,,organ,1,6969AZQR2
sardine,,anchovy,anchovy,,sardine,0,6969AZQR2
piano,,synthesizer,synthesizer,,piano,1,6969AZQR2
tiger,,cat,cat,,tiger,1,6969AZQR2
train,,subway train,subway train,,train,1,6969AZQR2
wolf,,fox,fox,,wolf,1,6969AZQR2
turkey,,chicken,chicken,,turkey,0,6969AZQR2
crocodile,,alligator,alligator,,crocodile,0,6969AZQR2
parakeet,,canary,canary,,parakeet,1,6969AZQR2
whale,,orca,orca,,whale,1,6969AZQR2
flute,,pan flute,pan flute,,flute,1,6969AZQR2
wasp,,bumblebee,bumblebee,,wasp,0,6969AZQR2
pants,,jeans,jeans,,pants,1,6969AZQR2
snake,,boa,boa,,snake,1,6969AZQR2
piano,,synthesizer,synthesizer,,piano,1,5f3ec93efbd299158253f283
rhinoceros,,hippopotamus,hippopotamus,,rhinoceros,0,5f3ec93efbd299158253f283
zebra,,donkey,donkey,,zebra,0,5f3ec93efbd299158253f283
airplane,,helicopter,helicopter,,airplane,1,5f3ec93efbd299158253f283
crocodile,,alligator,alligator,,crocodile,1,5f3ec93efbd299158253f283
rifle,,double barrelled shotgun,double barrelled shotgun,,rifle,1,5f3ec93efbd299158253f283
mouse,,hamster,hamster,,mouse,1,5f3ec93efbd299158253f283
submarine,,boat,boat,,submarine,0,5f3ec93efbd299158253f283
wolf,,dog,dog,,wolf,0,5f3ec93efbd299158253f283
machine gun,,pistol,pistol,,machine gun,1,5f3ec93efbd299158253f283
swan,,duck,duck,,swan,0,5f3ec93efbd299158253f283
wolf,,fox,fox,,wolf,1,5f3ec93efbd299158253f283
fruit fly,,fly,fly,,fruit fly,0,5f3ec93efbd299158253f283
stork,,heron,heron,,stork,0,5f3ec93efbd299158253f283
whale,,sperm whale,sperm whale,,whale,1,5f3ec93efbd299158253f283
rooster,,chicken,chicken,,rooster,0,5f3ec93efbd299158253f283
organ,,synthesizer,synthesizer,,organ,1,5f3ec93efbd299158253f283
bass guitar,,guitar,guitar,,bass guitar,0,5f3ec93efbd299158253f283
sparrow,,chickadee,chickadee,,sparrow,1,5f3ec93efbd299158253f283
vulture,,eagle,eagle,,vulture,0,5f3ec93efbd299158253f283
snake,,boa,boa,,snake,1,5f3ec93efbd299158253f283
cello,,violin,violin,,cello,1,5f3ec93efbd299158253f283
bumblebee,,bee,bee,,bumblebee,0,5f3ec93efbd299158253f283
parakeet,,canary,canary,,parakeet,1,5f3ec93efbd299158253f283
turkey,,chicken,chicken,,turkey,1,5f3ec93efbd299158253f283
truck,,car,car,,truck,0,5f3ec93efbd299158253f283
train,,subway train,subway train,,train,1,5f3ec93efbd299158253f283
sparrow,,robin,robin,,sparrow,1,5f3ec93efbd299158253f283
organ,,piano,piano,,organ,1,5f3ec93efbd299158253f283
turtle,,tortoise,tortoise,,turtle,1,5f3ec93efbd299158253f283
sardine,,anchovy,anchovy,,sardine,1,5f3ec93efbd299158253f283
wasp,,bumblebee,bumblebee,,wasp,0,5f3ec93efbd299158253f283
cello,,double bass,double bass,,cello,0,5f3ec93efbd299158253f283
blouse,,shirt,shirt,,blouse,0,5f3ec93efbd299158253f283
tiger,,lion,lion,,tiger,1,5f3ec93efbd299158253f283
wasp,,bee,bee,,wasp,0,5c3476a2f5ebd50001841284
truck,,car,car,,truck,0,5c3476a2f5ebd50001841284
cello,,violin,violin,,cello,0,5c3476a2f5ebd50001841284
whale,,sperm whale,sperm whale,,whale,1,5c3476a2f5ebd50001841284
snake,,boa,boa,,snake,1,5c3476a2f5ebd50001841284
recorder,,clarinet,clarinet,,recorder,1,5c3476a2f5ebd50001841284
pants,,jeans,jeans,,pants,1,5c3476a2f5ebd50001841284
rifle,,pistol,pistol,,rifle,0,5c3476a2f5ebd50001841284
wolf,,fox,fox,,wolf,1,5c3476a2f5ebd50001841284
whale,,orca,orca,,whale,1,5c3476a2f5ebd50001841284
organ,,piano,piano,,organ,0,5c3476a2f5ebd50001841284
train,,subway train,subway train,,train,1,5c3476a2f5ebd50001841284
crocodile,,alligator,alligator,,crocodile,0,5c3476a2f5ebd50001841284
go-cart,,car,car,,go-cart,0,5c3476a2f5ebd50001841284
vulture,,eagle,eagle,,vulture,1,5c3476a2f5ebd50001841284
swan,,duck,duck,,swan,0,5c3476a2f5ebd50001841284
airplane,,helicopter,helicopter,,airplane,1,5c3476a2f5ebd50001841284
turtle,,tortoise,tortoise,,turtle,0,5c3476a2f5ebd50001841284
sparrow,,chickadee,chickadee,,sparrow,0,5c3476a2f5ebd50001841284
cello,,double bass,double bass,,cello,1,5c3476a2f5ebd50001841284
tiger,,lion,lion,,tiger,0,5c3476a2f5ebd50001841284
trombone,,trumpet,trumpet,,trombone,0,5c3476a2f5ebd50001841284
piano,,synthesizer,synthesizer,,piano,1,5c3476a2f5ebd50001841284
blouse,,shirt,shirt,,blouse,0,5c3476a2f5ebd50001841284
bass guitar,,guitar,guitar,,bass guitar,0,5c3476a2f5ebd50001841284
zebra,,donkey,donkey,,zebra,0,5c3476a2f5ebd50001841284
wolf,,dog,dog,,wolf,1,5c3476a2f5ebd50001841284
axe,,knife,knife,,axe,0,5c3476a2f5ebd50001841284
rhinoceros,,hippopotamus,hippopotamus,,rhinoceros,1,5c3476a2f5ebd50001841284
submarine,,boat,boat,,submarine,1,5c3476a2f5ebd50001841284
organ,,synthesizer,synthesizer,,organ,1,5c3476a2f5ebd50001841284
mouse,,hamster,hamster,,mouse,1,5c3476a2f5ebd50001841284
saxophone,,trumpet,trumpet,,saxophone,0,5c3476a2f5ebd50001841284
flute,,pan flute,pan flute,,flute,1,5c3476a2f5ebd50001841284
machine gun,,pistol,pistol,,machine gun,0,5c3476a2f5ebd50001841284
wolf,,dog,dog,,wolf,1,605de3af48d7a575adb95b09
turkey,,chicken,chicken,,turkey,1,605de3af48d7a575adb95b09
rooster,,chicken,chicken,,rooster,1,605de3af48d7a575adb95b09
rifle,,pistol,pistol,,rifle,1,605de3af48d7a575adb95b09
bass guitar,,guitar,guitar,,bass guitar,0,605de3af48d7a575adb95b09
swan,,duck,duck,,swan,1,605de3af48d7a575adb95b09
horse,,donkey,donkey,,horse,1,605de3af48d7a575adb95b09
flute,,pan flute,pan flute,,flute,1,605de3af48d7a575adb95b09
cello,,double bass,double bass,,cello,1,605de3af48d7a575adb95b09
snake,,boa,boa,,snake,0,605de3af48d7a575adb95b09
organ,,synthesizer,synthesizer,,organ,0,605de3af48d7a575adb95b09
stork,,heron,heron,,stork,0,605de3af48d7a575adb95b09
parakeet,,canary,canary,,parakeet,0,605de3af48d7a575adb95b09
recorder,,clarinet,clarinet,,recorder,1,605de3af48d7a575adb95b09
sparrow,,chickadee,chickadee,,sparrow,1,605de3af48d7a575adb95b09
bumblebee,,bee,bee,,bumblebee,0,605de3af48d7a575adb95b09
wolf,,fox,fox,,wolf,1,605de3af48d7a575adb95b09
submarine,,boat,boat,,submarine,0,605de3af48d7a575adb95b09
whale,,orca,orca,,whale,1,605de3af48d7a575adb95b09
blouse,,shirt,shirt,,blouse,0,605de3af48d7a575adb95b09
vulture,,eagle,eagle,,vulture,1,605de3af48d7a575adb95b09
saxophone,,trumpet,trumpet,,saxophone,0,605de3af48d7a575adb95b09
rifle,,double barrelled shotgun,double barrelled shotgun,,rifle,1,605de3af48d7a575adb95b09
airplane,,helicopter,helicopter,,airplane,1,605de3af48d7a575adb95b09
sardine,,anchovy,anchovy,,sardine,0,605de3af48d7a575adb95b09
mouse,,hamster,hamster,,mouse,1,605de3af48d7a575adb95b09
cello,,violin,violin,,cello,0,605de3af48d7a575adb95b09
rhinoceros,,hippopotamus,hippopotamus,,rhinoceros,0,605de3af48d7a575adb95b09
zebra,,horse,horse,,zebra,0,605de3af48d7a575adb95b09
train,,subway train,subway train,,train,1,605de3af48d7a575adb95b09
banjo,,guitar,guitar,,banjo,0,605de3af48d7a575adb95b09
go-cart,,car,car,,go-cart,0,605de3af48d7a575adb95b09
axe,,knife,knife,,axe,1,605de3af48d7a575adb95b09
wasp,,bumblebee,bumblebee,,wasp,1,605de3af48d7a575adb95b09
turtle,,tortoise,tortoise,,turtle,1,605de3af48d7a575adb95b09
pants,,jeans,jeans,,pants,1,5e9edad6e7784d016ed87b36
wolf,,fox,fox,,wolf,1,5e9edad6e7784d016ed87b36
banjo,,guitar,guitar,,banjo,0,5e9edad6e7784d016ed87b36
falcon,,eagle,eagle,,falcon,0,5e9edad6e7784d016ed87b36
swan,,duck,duck,,swan,1,5e9edad6e7784d016ed87b36
piano,,synthesizer,synthesizer,,piano,1,5e9edad6e7784d016ed87b36
wasp,,bee,bee,,wasp,0,5e9edad6e7784d016ed87b36
zebra,,horse,horse,,zebra,0,5e9edad6e7784d016ed87b36
flute,,pan flute,pan flute,,flute,1,5e9edad6e7784d016ed87b36
bass guitar,,guitar,guitar,,bass guitar,1,5e9edad6e7784d016ed87b36
truck,,car,car,,truck,0,5e9edad6e7784d016ed87b36
blouse,,shirt,shirt,,blouse,1,5e9edad6e7784d016ed87b36
tiger,,lion,lion,,tiger,1,5e9edad6e7784d016ed87b36
train,,subway train,subway train,,train,1,5e9edad6e7784d016ed87b36
organ,,synthesizer,synthesizer,,organ,1,5e9edad6e7784d016ed87b36
sardine,,anchovy,anchovy,,sardine,0,5e9edad6e7784d016ed87b36
tiger,,cat,cat,,tiger,1,5e9edad6e7784d016ed87b36
vulture,,eagle,eagle,,vulture,0,5e9edad6e7784d016ed87b36
horse,,donkey,donkey,,horse,1,5e9edad6e7784d016ed87b36
axe,,knife,knife,,axe,1,5e9edad6e7784d016ed87b36
recorder,,clarinet,clarinet,,recorder,0,5e9edad6e7784d016ed87b36
bumblebee,,bee,bee,,bumblebee,0,5e9edad6e7784d016ed87b36
rhinoceros,,hippopotamus,hippopotamus,,rhinoceros,0,5e9edad6e7784d016ed87b36
crocodile,,alligator,alligator,,crocodile,0,5e9edad6e7784d016ed87b36
rifle,,pistol,pistol,,rifle,0,5e9edad6e7784d016ed87b36
whale,,sperm whale,sperm whale,,whale,1,5e9edad6e7784d016ed87b36
organ,,piano,piano,,organ,1,5e9edad6e7784d016ed87b36
turtle,,tortoise,tortoise,,turtle,0,5e9edad6e7784d016ed87b36
sparrow,,chickadee,chickadee,,sparrow,1,5e9edad6e7784d016ed87b36
submarine,,boat,boat,,submarine,0,5e9edad6e7784d016ed87b36
turkey,,chicken,chicken,,turkey,0,5e9edad6e7784d016ed87b36
airplane,,helicopter,helicopter,,airplane,1,5e9edad6e7784d016ed87b36
fruit fly,,fly,fly,,fruit fly,0,5e9edad6e7784d016ed87b36
whale,,orca,orca,,whale,1,5e9edad6e7784d016ed87b36
rooster,,chicken,chicken,,rooster,0,5e9edad6e7784d016ed87b36
turtle,,tortoise,tortoise,,turtle,1,60fc2ec58ad0da367daee3c1
turkey,,chicken,chicken,,turkey,0,60fc2ec58ad0da367daee3c1
parakeet,,canary,canary,,parakeet,0,60fc2ec58ad0da367daee3c1
sparrow,,robin,robin,,sparrow,0,60fc2ec58ad0da367daee3c1
zebra,,donkey,donkey,,zebra,1,60fc2ec58ad0da367daee3c1
piano,,synthesizer,synthesizer,,piano,1,60fc2ec58ad0da367daee3c1
trombone,,trumpet,trumpet,,trombone,0,60fc2ec58ad0da367daee3c1
snake,,boa,boa,,snake,1,60fc2ec58ad0da367daee3c1
rhinoceros,,hippopotamus,hippopotamus,,rhinoceros,1,60fc2ec58ad0da367daee3c1
swan,,duck,duck,,swan,0,60fc2ec58ad0da367daee3c1
zebra,,horse,horse,,zebra,0,60fc2ec58ad0da367daee3c1
banjo,,guitar,guitar,,banjo,0,60fc2ec58ad0da367daee3c1
machine gun,,pistol,pistol,,machine gun,0,60fc2ec58ad0da367daee3c1
flute,,pan flute,pan flute,,flute,1,60fc2ec58ad0da367daee3c1
whale,,orca,orca,,whale,1,60fc2ec58ad0da367daee3c1
saxophone,,trumpet,trumpet,,saxophone,1,60fc2ec58ad0da367daee3c1
bumblebee,,bee,bee,,bumblebee,0,60fc2ec58ad0da367daee3c1
wolf,,fox,fox,,wolf,1,60fc2ec58ad0da367daee3c1
axe,,knife,knife,,axe,0,60fc2ec58ad0da367daee3c1
organ,,piano,piano,,organ,0,60fc2ec58ad0da367daee3c1
blouse,,shirt,shirt,,blouse,0,60fc2ec58ad0da367daee3c1
go-cart,,car,car,,go-cart,0,60fc2ec58ad0da367daee3c1
fruit fly,,fly,fly,,fruit fly,0,60fc2ec58ad0da367daee3c1
cello,,violin,violin,,cello,0,60fc2ec58ad0da367daee3c1
pants,,jeans,jeans,,pants,1,60fc2ec58ad0da367daee3c1
whale,,sperm whale,sperm whale,,whale,1,60fc2ec58ad0da367daee3c1
wasp,,bee,bee,,wasp,1,60fc2ec58ad0da367daee3c1
tiger,,lion,lion,,tiger,1,60fc2ec58ad0da367daee3c1
sparrow,,chickadee,chickadee,,sparrow,1,60fc2ec58ad0da367daee3c1
vulture,,eagle,eagle,,vulture,0,60fc2ec58ad0da367daee3c1
cello,,double bass,double bass,,cello,1,60fc2ec58ad0da367daee3c1
rooster,,chicken,chicken,,rooster,0,60fc2ec58ad0da367daee3c1
mouse,,hamster,hamster,,mouse,1,60fc2ec58ad0da367daee3c1
airplane,,helicopter,helicopter,,airplane,1,60fc2ec58ad0da367daee3c1
recorder,,clarinet,clarinet,,recorder,0,60fc2ec58ad0da367daee3c1
whale,,sperm whale,sperm whale,,whale,1,632c78dac01ee4ebd60f742c
go-cart,,car,car,,go-cart,0,632c78dac01ee4ebd60f742c
whale,,orca,orca,,whale,1,632c78dac01ee4ebd60f742c
airplane,,helicopter,helicopter,,airplane,1,632c78dac01ee4ebd60f742c
stork,,heron,heron,,stork,0,632c78dac01ee4ebd60f742c
rooster,,chicken,chicken,,rooster,0,632c78dac01ee4ebd60f742c
snake,,boa,boa,,snake,1,632c78dac01ee4ebd60f742c
wasp,,bee,bee,,wasp,0,632c78dac01ee4ebd60f742c
cello,,double bass,double bass,,cello,0,632c78dac01ee4ebd60f742c
blouse,,shirt,shirt,,blouse,0,632c78dac01ee4ebd60f742c
mouse,,hamster,hamster,,mouse,0,632c78dac01ee4ebd60f742c
sardine,,anchovy,anchovy,,sardine,0,632c78dac01ee4ebd60f742c
fruit fly,,fly,fly,,fruit fly,0,632c78dac01ee4ebd60f742c
organ,,synthesizer,synthesizer,,organ,0,632c78dac01ee4ebd60f742c
vulture,,eagle,eagle,,vulture,1,632c78dac01ee4ebd60f742c
wasp,,bumblebee,bumblebee,,wasp,0,632c78dac01ee4ebd60f742c
machine gun,,pistol,pistol,,machine gun,1,632c78dac01ee4ebd60f742c
tiger,,cat,cat,,tiger,1,632c78dac01ee4ebd60f742c
bumblebee,,bee,bee,,bumblebee,0,632c78dac01ee4ebd60f742c
zebra,,horse,horse,,zebra,0,632c78dac01ee4ebd60f742c
banjo,,guitar,guitar,,banjo,1,632c78dac01ee4ebd60f742c
submarine,,boat,boat,,submarine,1,632c78dac01ee4ebd60f742c
train,,subway train,subway train,,train,1,632c78dac01ee4ebd60f742c
zebra,,donkey,donkey,,zebra,1,632c78dac01ee4ebd60f742c
wolf,,dog,dog,,wolf,1,632c78dac01ee4ebd60f742c
turtle,,tortoise,tortoise,,turtle,0,632c78dac01ee4ebd60f742c
saxophone,,trumpet,trumpet,,saxophone,1,632c78dac01ee4ebd60f742c
parakeet,,canary,canary,,parakeet,1,632c78dac01ee4ebd60f742c
crocodile,,alligator,alligator,,crocodile,1,632c78dac01ee4ebd60f742c
sparrow,,robin,robin,,sparrow,0,632c78dac01ee4ebd60f742c
horse,,donkey,donkey,,horse,1,632c78dac01ee4ebd60f742c
wolf,,fox,fox,,wolf,1,632c78dac01ee4ebd60f742c
rhinoceros,,hippopotamus,hippopotamus,,rhinoceros,0,632c78dac01ee4ebd60f742c
pants,,jeans,jeans,,pants,1,632c78dac01ee4ebd60f742c
tiger,,lion,lion,,tiger,0,632c78dac01ee4ebd60f742c
cello,,double bass,double bass,,cello,0,6518cf249463264599a7918d
airplane,,helicopter,helicopter,,airplane,1,6518cf249463264599a7918d
saxophone,,trumpet,trumpet,,saxophone,1,6518cf249463264599a7918d
sparrow,,chickadee,chickadee,,sparrow,1,6518cf249463264599a7918d
fruit fly,,fly,fly,,fruit fly,0,6518cf249463264599a7918d
crocodile,,alligator,alligator,,crocodile,0,6518cf249463264599a7918d
organ,,synthesizer,synthesizer,,organ,0,6518cf249463264599a7918d
zebra,,donkey,donkey,,zebra,0,6518cf249463264599a7918d
banjo,,guitar,guitar,,banjo,0,6518cf249463264599a7918d
mouse,,hamster,hamster,,mouse,1,6518cf249463264599a7918d
wasp,,bee,bee,,wasp,0,6518cf249463264599a7918d
horse,,donkey,donkey,,horse,1,6518cf249463264599a7918d
sardine,,anchovy,anchovy,,sardine,1,6518cf249463264599a7918d
train,,subway train,subway train,,train,1,6518cf249463264599a7918d
rhinoceros,,hippopotamus,hippopotamus,,rhinoceros,0,6518cf249463264599a7918d
whale,,orca,orca,,whale,1,6518cf249463264599a7918d
falcon,,eagle,eagle,,falcon,0,6518cf249463264599a7918d
rifle,,double barrelled shotgun,double barrelled shotgun,,rifle,1,6518cf249463264599a7918d
tiger,,lion,lion,,tiger,0,6518cf249463264599a7918d
vulture,,eagle,eagle,,vulture,0,6518cf249463264599a7918d
pants,,jeans,jeans,,pants,1,6518cf249463264599a7918d
stork,,heron,heron,,stork,1,6518cf249463264599a7918d
cello,,violin,violin,,cello,0,6518cf249463264599a7918d
turkey,,chicken,chicken,,turkey,0,6518cf249463264599a7918d
zebra,,horse,horse,,zebra,0,6518cf249463264599a7918d
piano,,synthesizer,synthesizer,,piano,0,6518cf249463264599a7918d
machine gun,,pistol,pistol,,machine gun,1,6518cf249463264599a7918d
bass guitar,,guitar,guitar,,bass guitar,0,6518cf249463264599a7918d
snake,,boa,boa,,snake,1,6518cf249463264599a7918d
trombone,,trumpet,trumpet,,trombone,1,6518cf249463264599a7918d
tiger,,cat,cat,,tiger,1,6518cf249463264599a7918d
recorder,,clarinet,clarinet,,recorder,0,6518cf249463264599a7918d
parakeet,,canary,canary,,parakeet,1,6518cf249463264599a7918d
go-cart,,car,car,,go-cart,0,6518cf249463264599a7918d
whale,,sperm whale,sperm whale,,whale,1,6518cf249463264599a7918d
turtle,,tortoise,tortoise,,turtle,1,559ffa9bfdf99b0ad674856a
submarine,,boat,boat,,submarine,0,559ffa9bfdf99b0ad674856a
tiger,,lion,lion,,tiger,1,559ffa9bfdf99b0ad674856a
cello,,violin,violin,,cello,1,559ffa9bfdf99b0ad674856a
rifle,,pistol,pistol,,rifle,1,559ffa9bfdf99b0ad674856a
airplane,,helicopter,helicopter,,airplane,1,559ffa9bfdf99b0ad674856a
rooster,,chicken,chicken,,rooster,0,559ffa9bfdf99b0ad674856a
recorder,,clarinet,clarinet,,recorder,0,559ffa9bfdf99b0ad674856a
saxophone,,trumpet,trumpet,,saxophone,0,559ffa9bfdf99b0ad674856a
fruit fly,,fly,fly,,fruit fly,0,559ffa9bfdf99b0ad674856a
tiger,,cat,cat,,tiger,0,559ffa9bfdf99b0ad674856a
zebra,,donkey,donkey,,zebra,0,559ffa9bfdf99b0ad674856a
turkey,,chicken,chicken,,turkey,1,559ffa9bfdf99b0ad674856a
bass guitar,,guitar,guitar,,bass guitar,0,559ffa9bfdf99b0ad674856a
axe,,knife,knife,,axe,0,559ffa9bfdf99b0ad674856a
pants,,jeans,jeans,,pants,1,559ffa9bfdf99b0ad674856a
blouse,,shirt,shirt,,blouse,0,559ffa9bfdf99b0ad674856a
wolf,,dog,dog,,wolf,1,559ffa9bfdf99b0ad674856a
mouse,,hamster,hamster,,mouse,1,559ffa9bfdf99b0ad674856a
piano,,synthesizer,synthesizer,,piano,1,559ffa9bfdf99b0ad674856a
wasp,,bumblebee,bumblebee,,wasp,1,559ffa9bfdf99b0ad674856a
horse,,donkey,donkey,,horse,1,559ffa9bfdf99b0ad674856a
organ,,piano,piano,,organ,0,559ffa9bfdf99b0ad674856a
sparrow,,chickadee,chickadee,,sparrow,1,559ffa9bfdf99b0ad674856a
whale,,orca,orca,,whale,1,559ffa9bfdf99b0ad674856a
train,,subway train,subway train,,train,1,559ffa9bfdf99b0ad674856a
bumblebee,,bee,bee,,bumblebee,0,559ffa9bfdf99b0ad674856a
whale,,sperm whale,sperm whale,,whale,1,559ffa9bfdf99b0ad674856a
stork,,heron,heron,,stork,1,559ffa9bfdf99b0ad674856a
truck,,car,car,,truck,1,559ffa9bfdf99b0ad674856a
cello,,double bass,double bass,,cello,0,559ffa9bfdf99b0ad674856a
