,Premise 1,Conclusion 1,Distractor 1,Conclusion 2,Distractor 2,Participant Group,Conclusion 1 Chosen,Conclusion 2 Chosen,participant_id
579,sparrow,mouse,bus,airplane,hamster,Distractor 2,False,True, 63ea4564de250efaacb1cceb
580,dolphin,whale,herring,cod,sperm whale,Distractor 2,False,False, 63ea4564de250efaacb1cceb
581,owl,polar bear,bus,airplane,penguin,Distractor 2,False,True, 63ea4564de250efaacb1cceb
582,salmon,shark,horse,pig,dolphin,Distractor 2,False,False, 63ea4564de250efaacb1cceb
583,blackbird,mouse,car,airplane,hamster,Distractor 2,False,False, 63ea4564de250efaacb1cceb
584,tank,truck,pistol,rifle,car,Distractor 2,True,False, 63ea4564de250efaacb1cceb
585,salmon,orca,horse,pig,whale,Distractor 2,True,False, 63ea4564de250efaacb1cceb
586,cobra,alligator,gecko,lizard,crocodile,Distractor 2,False,True, 63ea4564de250efaacb1cceb
587,pelican,polar bear,van,airplane,penguin,Distractor 2,False,False, 63ea4564de250efaacb1cceb
588,duck,pelican,horse,cow,seagull,Distractor 2,True,False, 63ea4564de250efaacb1cceb
589,cobra,alligator,chameleon,lizard,crocodile,Distractor 2,False,True, 63ea4564de250efaacb1cceb
590,blackbird,mouse,bus,airplane,hamster,Distractor 2,False,False, 63ea4564de250efaacb1cceb
591,salmon,shark,sparrow,chicken,whale,Distractor 2,False,False, 63ea4564de250efaacb1cceb
592,salmon,shark,horse,pig,whale,Distractor 2,True,False, 63ea4564de250efaacb1cceb
593,snake,alligator,toad,frog,crocodile,Distractor 2,False,False, 63ea4564de250efaacb1cceb
594,pelican,polar bear,bus,airplane,penguin,Distractor 2,False,False, 63ea4564de250efaacb1cceb
595,salmon,shark,horse,pig,whale,Distractor 1,True,False,5bead56b5324b10001c2551c
596,dolphin,whale,herring,cod,sperm whale,Distractor 1,True,False,5bead56b5324b10001c2551c
597,duck,pelican,horse,cow,seagull,Distractor 1,True,False,5bead56b5324b10001c2551c
598,robin,polar bear,car,airplane,penguin,Distractor 1,False,True,5bead56b5324b10001c2551c
599,pelican,mouse,bus,airplane,hamster,Distractor 1,False,True,5bead56b5324b10001c2551c
600,snake,alligator,toad,frog,crocodile,Distractor 1,True,False,5bead56b5324b10001c2551c
601,eagle,rooster,pelican,seagull,chicken,Distractor 1,False,True,5bead56b5324b10001c2551c
602,blackbird,polar bear,car,airplane,penguin,Distractor 1,False,True,5bead56b5324b10001c2551c
603,trout,shark,horse,pig,dolphin,Distractor 1,True,False,5bead56b5324b10001c2551c
604,robin,mouse,bus,airplane,hamster,Distractor 1,True,False,5bead56b5324b10001c2551c
605,cobra,alligator,toad,frog,crocodile,Distractor 1,True,False,5bead56b5324b10001c2551c
606,salmon,shark,sparrow,chicken,dolphin,Distractor 1,True,False,5bead56b5324b10001c2551c
607,duck,pelican,horse,pig,seagull,Distractor 1,True,False,5bead56b5324b10001c2551c
608,cobra,alligator,gecko,lizard,crocodile,Distractor 1,False,True,5bead56b5324b10001c2551c
609,trout,shark,horse,pig,whale,Distractor 1,True,False,5bead56b5324b10001c2551c
610,pelican,polar bear,bus,airplane,penguin,Distractor 1,False,True,5bead56b5324b10001c2551c
611,tank,car,pistol,rifle,truck,Distractor 1,True,False,5bead56b5324b10001c2551c
612,crow,mouse,bus,airplane,hamster,Distractor 1,False,True,5bead56b5324b10001c2551c
613,salmon,sperm whale,horse,pig,whale,Distractor 1,True,False,5bead56b5324b10001c2551c
614,car,motorbike,tram,train,bicycle,Distractor 1,False,True,5bead56b5324b10001c2551c
615,robin,mouse,car,airplane,hamster,Distractor 1,False,True,5bead56b5324b10001c2551c
616,salmon,shark,horse,pig,dolphin,Distractor 1,True,False,5bead56b5324b10001c2551c
617,duck,pelican,goldfish,salmon,seagull,Distractor 1,True,False,5bead56b5324b10001c2551c
618,sparrow,mouse,bus,airplane,hamster,Distractor 1,False,True,5bead56b5324b10001c2551c
619,salmon,orca,horse,pig,whale,Distractor 1,True,False,5bead56b5324b10001c2551c
620,trout,sperm whale,horse,pig,whale,Distractor 1,True,False,5bead56b5324b10001c2551c
621,cobra,alligator,chameleon,lizard,crocodile,Distractor 1,True,False,5bead56b5324b10001c2551c
622,owl,polar bear,bus,airplane,penguin,Distractor 1,False,True,5bead56b5324b10001c2551c
623,snake,alligator,gecko,lizard,crocodile,Distractor 1,False,True,5bead56b5324b10001c2551c
624,blackbird,mouse,bus,airplane,hamster,Distractor 1,True,False,5bead56b5324b10001c2551c
625,pelican,polar bear,van,airplane,penguin,Distractor 1,False,True,5bead56b5324b10001c2551c
626,owl,cat,bus,airplane,lion,Distractor 1,False,True,5bead56b5324b10001c2551c
627,tank,truck,pistol,rifle,car,Distractor 1,True,False,5bead56b5324b10001c2551c
628,owl,polar bear,car,airplane,penguin,Distractor 1,False,True,5bead56b5324b10001c2551c
629,cello,guitar,organ,piano,bass guitar,Distractor 1,False,True,5bead56b5324b10001c2551c
630,salmon,shark,sparrow,chicken,whale,Distractor 1,True,False,63d8267294c685a091016df0
631,snake,alligator,chameleon,lizard,crocodile,Distractor 1,False,True,63d8267294c685a091016df0
632,trout,sperm whale,horse,pig,whale,Distractor 1,True,False,63d8267294c685a091016df0
633,salmon,shark,horse,pig,dolphin,Distractor 1,True,False,63d8267294c685a091016df0
634,trout,shark,horse,pig,whale,Distractor 1,True,False,63d8267294c685a091016df0
635,blackbird,polar bear,bus,airplane,penguin,Distractor 1,False,True,63d8267294c685a091016df0
636,salmon,shark,sparrow,chicken,dolphin,Distractor 1,True,False,63d8267294c685a091016df0
637,dolphin,whale,herring,cod,sperm whale,Distractor 1,True,False,63d8267294c685a091016df0
638,duck,pelican,goldfish,salmon,seagull,Distractor 1,False,False,63d8267294c685a091016df0
639,blackbird,mouse,bus,airplane,hamster,Distractor 1,False,True,63d8267294c685a091016df0
640,cobra,alligator,gecko,lizard,crocodile,Distractor 1,False,True,63d8267294c685a091016df0
641,owl,polar bear,bus,airplane,penguin,Distractor 1,False,True,63d8267294c685a091016df0
642,cobra,alligator,chameleon,lizard,crocodile,Distractor 1,False,True,63d8267294c685a091016df0
643,blackbird,polar bear,car,airplane,penguin,Distractor 1,False,True,63d8267294c685a091016df0
644,sparrow,mouse,bus,airplane,hamster,Distractor 1,False,True,63d8267294c685a091016df0
645,owl,polar bear,car,airplane,penguin,Distractor 1,False,True,63d8267294c685a091016df0
646,pelican,polar bear,bus,airplane,penguin,Distractor 1,False,True,63d8267294c685a091016df0
647,pelican,mouse,bus,airplane,hamster,Distractor 1,False,True,63d8267294c685a091016df0
648,salmon,orca,horse,pig,whale,Distractor 1,True,False,63d8267294c685a091016df0
649,robin,polar bear,car,airplane,penguin,Distractor 1,False,True,63d8267294c685a091016df0
650,crow,mouse,bus,airplane,hamster,Distractor 1,False,True,63d8267294c685a091016df0
651,duck,pelican,horse,pig,seagull,Distractor 1,True,False,63d8267294c685a091016df0
652,trout,orca,horse,pig,whale,Distractor 1,True,False,63d8267294c685a091016df0
653,tank,car,pistol,rifle,truck,Distractor 1,True,False,63d8267294c685a091016df0
654,cello,guitar,organ,piano,bass guitar,Distractor 1,True,False,63d8267294c685a091016df0
655,tank,truck,pistol,rifle,car,Distractor 1,True,False,63d8267294c685a091016df0
656,car,motorbike,tram,train,bicycle,Distractor 1,True,False,63d8267294c685a091016df0
657,duck,pelican,horse,cow,seagull,Distractor 1,True,False,63d8267294c685a091016df0
658,snake,alligator,gecko,lizard,crocodile,Distractor 1,False,True,63d8267294c685a091016df0
659,robin,mouse,car,airplane,hamster,Distractor 1,False,True,63d8267294c685a091016df0
660,pelican,polar bear,van,airplane,penguin,Distractor 1,True,False,63d8267294c685a091016df0
661,salmon,shark,horse,pig,whale,Distractor 1,True,False,63d8267294c685a091016df0
662,snake,alligator,toad,frog,crocodile,Distractor 1,True,False,63d8267294c685a091016df0
663,eagle,rooster,pelican,seagull,chicken,Distractor 1,False,False,63d8267294c685a091016df0
664,cat,hamster,zebra,horse,mouse,Distractor 1,True,False,63d8267294c685a091016df0
665,snake,alligator,chameleon,lizard,crocodile,Distractor 1,False,True,63af557b3d4f219c3226b7d6
666,snake,alligator,gecko,lizard,crocodile,Distractor 1,False,True,63af557b3d4f219c3226b7d6
667,car,motorbike,tram,train,bicycle,Distractor 1,True,False,63af557b3d4f219c3226b7d6
668,dolphin,whale,herring,cod,sperm whale,Distractor 1,True,False,63af557b3d4f219c3226b7d6
669,blackbird,mouse,bus,airplane,hamster,Distractor 1,False,True,63af557b3d4f219c3226b7d6
670,sparrow,mouse,bus,airplane,hamster,Distractor 1,False,True,63af557b3d4f219c3226b7d6
671,crow,mouse,bus,airplane,hamster,Distractor 1,True,False,63af557b3d4f219c3226b7d6
672,pelican,polar bear,bus,airplane,penguin,Distractor 1,True,False,63af557b3d4f219c3226b7d6
673,duck,pelican,horse,pig,seagull,Distractor 1,True,False,63af557b3d4f219c3226b7d6
674,salmon,shark,sparrow,chicken,whale,Distractor 1,True,False,63af557b3d4f219c3226b7d6
675,trout,orca,horse,pig,whale,Distractor 1,True,False,63af557b3d4f219c3226b7d6
676,salmon,shark,horse,pig,whale,Distractor 1,True,False,63af557b3d4f219c3226b7d6
677,robin,mouse,car,airplane,hamster,Distractor 1,False,True,63af557b3d4f219c3226b7d6
678,duck,pelican,goldfish,salmon,seagull,Distractor 1,True,False,63af557b3d4f219c3226b7d6
679,tank,truck,pistol,rifle,car,Distractor 1,True,False,63af557b3d4f219c3226b7d6
680,cat,hamster,zebra,horse,mouse,Distractor 1,True,False,63af557b3d4f219c3226b7d6
681,salmon,shark,horse,pig,dolphin,Distractor 1,True,False,63af557b3d4f219c3226b7d6
682,blackbird,polar bear,bus,airplane,penguin,Distractor 1,False,True,63af557b3d4f219c3226b7d6
683,cobra,alligator,chameleon,lizard,crocodile,Distractor 1,False,True,63af557b3d4f219c3226b7d6
684,cobra,alligator,gecko,lizard,crocodile,Distractor 1,False,True,63af557b3d4f219c3226b7d6
685,tank,car,pistol,rifle,truck,Distractor 1,True,False,63af557b3d4f219c3226b7d6
686,salmon,sperm whale,horse,pig,whale,Distractor 1,True,False,63af557b3d4f219c3226b7d6
687,robin,polar bear,car,airplane,penguin,Distractor 1,False,True,63af557b3d4f219c3226b7d6
688,blackbird,mouse,car,airplane,hamster,Distractor 1,False,True,63af557b3d4f219c3226b7d6
689,trout,shark,horse,pig,dolphin,Distractor 1,True,False,63af557b3d4f219c3226b7d6
690,cobra,alligator,toad,frog,crocodile,Distractor 1,True,False,63af557b3d4f219c3226b7d6
691,owl,cat,bus,airplane,lion,Distractor 1,False,True,63af557b3d4f219c3226b7d6
692,owl,polar bear,car,airplane,penguin,Distractor 1,False,True,63af557b3d4f219c3226b7d6
693,salmon,shark,sparrow,chicken,dolphin,Distractor 1,True,False,63af557b3d4f219c3226b7d6
694,eagle,rooster,pelican,seagull,chicken,Distractor 1,False,True,63af557b3d4f219c3226b7d6
695,salmon,orca,horse,pig,whale,Distractor 1,True,False,63af557b3d4f219c3226b7d6
696,pelican,polar bear,van,airplane,penguin,Distractor 1,True,False,63af557b3d4f219c3226b7d6
697,robin,mouse,bus,airplane,hamster,Distractor 1,False,True,63af557b3d4f219c3226b7d6
698,trout,sperm whale,horse,pig,whale,Distractor 1,True,False,63af557b3d4f219c3226b7d6
699,owl,polar bear,bus,airplane,penguin,Distractor 1,True,False,63af557b3d4f219c3226b7d6
700,snake,alligator,toad,frog,crocodile,Distractor 2,False,True,5fcd709227fabfc6ca7a969e
701,cobra,alligator,chameleon,lizard,crocodile,Distractor 2,False,True,5fcd709227fabfc6ca7a969e
702,salmon,shark,horse,pig,whale,Distractor 2,True,False,5fcd709227fabfc6ca7a969e
703,robin,polar bear,car,airplane,penguin,Distractor 2,False,False,5fcd709227fabfc6ca7a969e
704,trout,sperm whale,horse,pig,whale,Distractor 2,False,False,5fcd709227fabfc6ca7a969e
705,crow,mouse,bus,airplane,hamster,Distractor 2,False,True,5fcd709227fabfc6ca7a969e
706,cat,hamster,zebra,horse,mouse,Distractor 2,True,False,5fcd709227fabfc6ca7a969e
707,trout,shark,horse,pig,whale,Distractor 2,True,False,5fcd709227fabfc6ca7a969e
708,salmon,shark,sparrow,chicken,whale,Distractor 2,True,False,5fcd709227fabfc6ca7a969e
709,cello,guitar,organ,piano,bass guitar,Distractor 2,False,False,5fcd709227fabfc6ca7a969e
710,owl,polar bear,bus,airplane,penguin,Distractor 2,False,False,5fcd709227fabfc6ca7a969e
711,sparrow,mouse,bus,airplane,hamster,Distractor 2,True,False,5fcd709227fabfc6ca7a969e
712,owl,cat,bus,airplane,lion,Distractor 2,True,False,5fcd709227fabfc6ca7a969e
713,salmon,orca,horse,pig,whale,Distractor 2,False,False,5fcd709227fabfc6ca7a969e
714,cobra,alligator,gecko,lizard,crocodile,Distractor 2,False,True,5fcd709227fabfc6ca7a969e
715,blackbird,mouse,bus,airplane,hamster,Distractor 2,True,False,5fcd709227fabfc6ca7a969e
716,tank,truck,pistol,rifle,car,Distractor 2,True,False,5fcd709227fabfc6ca7a969e
717,duck,pelican,horse,pig,seagull,Distractor 2,False,False,5fcd709227fabfc6ca7a969e
718,trout,shark,horse,pig,dolphin,Distractor 2,False,False,5fcd709227fabfc6ca7a969e
719,pelican,polar bear,van,airplane,penguin,Distractor 2,False,False,5fcd709227fabfc6ca7a969e
720,dolphin,whale,herring,cod,sperm whale,Distractor 2,True,False,5fcd709227fabfc6ca7a969e
721,cobra,alligator,toad,frog,crocodile,Distractor 2,False,True,5fcd709227fabfc6ca7a969e
722,robin,mouse,bus,airplane,hamster,Distractor 2,True,False,5fcd709227fabfc6ca7a969e
723,robin,mouse,car,airplane,hamster,Distractor 2,True,False,5fcd709227fabfc6ca7a969e
724,blackbird,mouse,car,airplane,hamster,Distractor 2,True,False,5fcd709227fabfc6ca7a969e
725,owl,polar bear,car,airplane,penguin,Distractor 2,False,False,5fcd709227fabfc6ca7a969e
726,pelican,mouse,bus,airplane,hamster,Distractor 2,False,False,5fcd709227fabfc6ca7a969e
727,car,motorbike,tram,train,bicycle,Distractor 2,True,False,5fcd709227fabfc6ca7a969e
728,snake,alligator,chameleon,lizard,crocodile,Distractor 2,False,True,5fcd709227fabfc6ca7a969e
729,blackbird,polar bear,car,airplane,penguin,Distractor 2,False,False,5fcd709227fabfc6ca7a969e
730,duck,pelican,horse,cow,seagull,Distractor 2,False,False,5fcd709227fabfc6ca7a969e
731,snake,alligator,gecko,lizard,crocodile,Distractor 2,False,True,5fcd709227fabfc6ca7a969e
732,duck,pelican,goldfish,salmon,seagull,Distractor 2,False,False,5fcd709227fabfc6ca7a969e
733,blackbird,polar bear,bus,airplane,penguin,Distractor 2,False,False,5fcd709227fabfc6ca7a969e
734,trout,orca,horse,pig,whale,Distractor 2,False,False,5fcd709227fabfc6ca7a969e
735,sparrow,mouse,bus,airplane,hamster,Distractor 1,True,False,5e5410f5be932e06384a03ec
736,trout,shark,horse,pig,dolphin,Distractor 1,True,False,5e5410f5be932e06384a03ec
737,salmon,shark,sparrow,chicken,dolphin,Distractor 1,True,False,5e5410f5be932e06384a03ec
738,pelican,mouse,bus,airplane,hamster,Distractor 1,True,False,5e5410f5be932e06384a03ec
739,blackbird,mouse,bus,airplane,hamster,Distractor 1,True,False,5e5410f5be932e06384a03ec
740,cobra,alligator,chameleon,lizard,crocodile,Distractor 1,False,True,5e5410f5be932e06384a03ec
741,owl,polar bear,car,airplane,penguin,Distractor 1,True,False,5e5410f5be932e06384a03ec
742,crow,mouse,bus,airplane,hamster,Distractor 1,True,False,5e5410f5be932e06384a03ec
743,trout,sperm whale,horse,pig,whale,Distractor 1,True,False,5e5410f5be932e06384a03ec
744,trout,shark,horse,pig,whale,Distractor 1,True,False,5e5410f5be932e06384a03ec
745,cobra,alligator,toad,frog,crocodile,Distractor 1,True,False,5e5410f5be932e06384a03ec
746,duck,pelican,horse,pig,seagull,Distractor 1,False,True,5e5410f5be932e06384a03ec
747,salmon,shark,horse,pig,whale,Distractor 1,True,False,5e5410f5be932e06384a03ec
748,duck,pelican,horse,cow,seagull,Distractor 1,False,False,5e5410f5be932e06384a03ec
749,duck,pelican,goldfish,salmon,seagull,Distractor 1,True,False,5e5410f5be932e06384a03ec
750,blackbird,polar bear,car,airplane,penguin,Distractor 1,True,False,5e5410f5be932e06384a03ec
751,cat,hamster,zebra,horse,mouse,Distractor 1,True,False,5e5410f5be932e06384a03ec
752,pelican,polar bear,van,airplane,penguin,Distractor 1,True,False,5e5410f5be932e06384a03ec
753,salmon,sperm whale,horse,pig,whale,Distractor 1,True,False,5e5410f5be932e06384a03ec
754,owl,cat,bus,airplane,lion,Distractor 1,True,False,5e5410f5be932e06384a03ec
755,cobra,alligator,gecko,lizard,crocodile,Distractor 1,False,True,5e5410f5be932e06384a03ec
756,pelican,polar bear,bus,airplane,penguin,Distractor 1,True,False,5e5410f5be932e06384a03ec
757,snake,alligator,chameleon,lizard,crocodile,Distractor 1,False,True,5e5410f5be932e06384a03ec
758,snake,alligator,toad,frog,crocodile,Distractor 1,True,False,5e5410f5be932e06384a03ec
759,eagle,rooster,pelican,seagull,chicken,Distractor 1,False,True,5e5410f5be932e06384a03ec
760,robin,mouse,bus,airplane,hamster,Distractor 1,True,False,5e5410f5be932e06384a03ec
761,tank,truck,pistol,rifle,car,Distractor 1,False,True,5e5410f5be932e06384a03ec
762,snake,alligator,gecko,lizard,crocodile,Distractor 1,False,True,5e5410f5be932e06384a03ec
763,car,motorbike,tram,train,bicycle,Distractor 1,False,False,5e5410f5be932e06384a03ec
764,tank,car,pistol,rifle,truck,Distractor 1,True,False,5e5410f5be932e06384a03ec
765,blackbird,mouse,car,airplane,hamster,Distractor 1,True,False,5e5410f5be932e06384a03ec
766,cello,guitar,organ,piano,bass guitar,Distractor 1,True,False,5e5410f5be932e06384a03ec
767,robin,mouse,car,airplane,hamster,Distractor 1,True,False,5e5410f5be932e06384a03ec
768,blackbird,polar bear,bus,airplane,penguin,Distractor 1,True,False,5e5410f5be932e06384a03ec
769,dolphin,whale,herring,cod,sperm whale,Distractor 1,True,False,5e5410f5be932e06384a03ec
770,salmon,sperm whale,horse,pig,whale,Distractor 1,True,False,6310eda535a15a7ca2e0cfbc
771,blackbird,mouse,bus,airplane,hamster,Distractor 1,False,True,6310eda535a15a7ca2e0cfbc
772,trout,shark,horse,pig,dolphin,Distractor 1,True,False,6310eda535a15a7ca2e0cfbc
773,tank,truck,pistol,rifle,car,Distractor 1,True,False,6310eda535a15a7ca2e0cfbc
774,duck,pelican,horse,pig,seagull,Distractor 1,True,False,6310eda535a15a7ca2e0cfbc
775,salmon,shark,horse,pig,whale,Distractor 1,True,False,6310eda535a15a7ca2e0cfbc
776,snake,alligator,chameleon,lizard,crocodile,Distractor 1,False,True,6310eda535a15a7ca2e0cfbc
777,cobra,alligator,gecko,lizard,crocodile,Distractor 1,False,True,6310eda535a15a7ca2e0cfbc
778,owl,polar bear,bus,airplane,penguin,Distractor 1,False,True,6310eda535a15a7ca2e0cfbc
779,duck,pelican,horse,cow,seagull,Distractor 1,True,False,6310eda535a15a7ca2e0cfbc
780,snake,alligator,toad,frog,crocodile,Distractor 1,True,False,6310eda535a15a7ca2e0cfbc
781,robin,mouse,bus,airplane,hamster,Distractor 1,False,True,6310eda535a15a7ca2e0cfbc
782,crow,mouse,bus,airplane,hamster,Distractor 1,False,True,6310eda535a15a7ca2e0cfbc
783,cobra,alligator,chameleon,lizard,crocodile,Distractor 1,False,True,6310eda535a15a7ca2e0cfbc
784,sparrow,mouse,bus,airplane,hamster,Distractor 1,False,True,6310eda535a15a7ca2e0cfbc
785,cello,guitar,organ,piano,bass guitar,Distractor 1,True,False,6310eda535a15a7ca2e0cfbc
786,blackbird,mouse,car,airplane,hamster,Distractor 1,False,True,6310eda535a15a7ca2e0cfbc
787,tank,car,pistol,rifle,truck,Distractor 1,False,True,6310eda535a15a7ca2e0cfbc
788,trout,shark,horse,pig,whale,Distractor 1,True,False,6310eda535a15a7ca2e0cfbc
789,robin,mouse,car,airplane,hamster,Distractor 1,False,True,6310eda535a15a7ca2e0cfbc
790,owl,cat,bus,airplane,lion,Distractor 1,False,True,6310eda535a15a7ca2e0cfbc
791,blackbird,polar bear,bus,airplane,penguin,Distractor 1,False,True,6310eda535a15a7ca2e0cfbc
792,salmon,orca,horse,pig,whale,Distractor 1,True,False,6310eda535a15a7ca2e0cfbc
793,pelican,polar bear,van,airplane,penguin,Distractor 1,False,True,6310eda535a15a7ca2e0cfbc
794,trout,orca,horse,pig,whale,Distractor 1,True,False,6310eda535a15a7ca2e0cfbc
795,duck,pelican,goldfish,salmon,seagull,Distractor 1,True,False,6310eda535a15a7ca2e0cfbc
796,cobra,alligator,toad,frog,crocodile,Distractor 1,True,False,6310eda535a15a7ca2e0cfbc
797,eagle,rooster,pelican,seagull,chicken,Distractor 1,False,True,6310eda535a15a7ca2e0cfbc
798,dolphin,whale,herring,cod,sperm whale,Distractor 1,True,False,6310eda535a15a7ca2e0cfbc
799,snake,alligator,gecko,lizard,crocodile,Distractor 1,False,True,6310eda535a15a7ca2e0cfbc
800,owl,polar bear,car,airplane,penguin,Distractor 1,False,True,6310eda535a15a7ca2e0cfbc
801,robin,polar bear,car,airplane,penguin,Distractor 1,False,True,6310eda535a15a7ca2e0cfbc
802,pelican,polar bear,bus,airplane,penguin,Distractor 1,False,True,6310eda535a15a7ca2e0cfbc
803,salmon,shark,horse,pig,dolphin,Distractor 1,True,False,6310eda535a15a7ca2e0cfbc
804,car,motorbike,tram,train,bicycle,Distractor 1,True,False,6310eda535a15a7ca2e0cfbc
805,salmon,sperm whale,horse,pig,whale,Distractor 1,True,False,5fe508e86079e12a8a3b2427
806,blackbird,mouse,car,airplane,hamster,Distractor 1,True,False,5fe508e86079e12a8a3b2427
807,tank,car,pistol,rifle,truck,Distractor 1,True,False,5fe508e86079e12a8a3b2427
808,salmon,orca,horse,pig,whale,Distractor 1,True,False,5fe508e86079e12a8a3b2427
809,trout,sperm whale,horse,pig,whale,Distractor 1,True,False,5fe508e86079e12a8a3b2427
810,sparrow,mouse,bus,airplane,hamster,Distractor 1,True,False,5fe508e86079e12a8a3b2427
811,snake,alligator,gecko,lizard,crocodile,Distractor 1,False,True,5fe508e86079e12a8a3b2427
812,duck,pelican,goldfish,salmon,seagull,Distractor 1,True,False,5fe508e86079e12a8a3b2427
813,pelican,polar bear,van,airplane,penguin,Distractor 1,True,False,5fe508e86079e12a8a3b2427
814,pelican,polar bear,bus,airplane,penguin,Distractor 1,True,False,5fe508e86079e12a8a3b2427
815,duck,pelican,horse,cow,seagull,Distractor 1,True,False,5fe508e86079e12a8a3b2427
816,cobra,alligator,chameleon,lizard,crocodile,Distractor 1,True,False,5fe508e86079e12a8a3b2427
817,cobra,alligator,gecko,lizard,crocodile,Distractor 1,True,False,5fe508e86079e12a8a3b2427
818,eagle,rooster,pelican,seagull,chicken,Distractor 1,False,False,5fe508e86079e12a8a3b2427
819,cobra,alligator,toad,frog,crocodile,Distractor 1,True,False,5fe508e86079e12a8a3b2427
820,cello,guitar,organ,piano,bass guitar,Distractor 1,True,False,5fe508e86079e12a8a3b2427
821,dolphin,whale,herring,cod,sperm whale,Distractor 1,True,False,5fe508e86079e12a8a3b2427
822,salmon,shark,horse,pig,whale,Distractor 1,True,False,5fe508e86079e12a8a3b2427
823,duck,pelican,horse,pig,seagull,Distractor 1,True,False,5fe508e86079e12a8a3b2427
824,blackbird,mouse,bus,airplane,hamster,Distractor 1,True,False,5fe508e86079e12a8a3b2427
825,trout,shark,horse,pig,whale,Distractor 1,True,False,5fe508e86079e12a8a3b2427
826,salmon,shark,horse,pig,dolphin,Distractor 1,True,False,5fe508e86079e12a8a3b2427
827,tank,truck,pistol,rifle,car,Distractor 1,True,False,5fe508e86079e12a8a3b2427
828,pelican,mouse,bus,airplane,hamster,Distractor 1,True,False,5fe508e86079e12a8a3b2427
829,blackbird,polar bear,car,airplane,penguin,Distractor 1,True,False,5fe508e86079e12a8a3b2427
830,cat,hamster,zebra,horse,mouse,Distractor 1,False,True,5fe508e86079e12a8a3b2427
831,trout,shark,horse,pig,dolphin,Distractor 1,True,False,5fe508e86079e12a8a3b2427
832,crow,mouse,bus,airplane,hamster,Distractor 1,True,False,5fe508e86079e12a8a3b2427
833,owl,polar bear,car,airplane,penguin,Distractor 1,True,False,5fe508e86079e12a8a3b2427
834,owl,polar bear,bus,airplane,penguin,Distractor 1,True,False,5fe508e86079e12a8a3b2427
835,owl,cat,bus,airplane,lion,Distractor 1,True,False,5fe508e86079e12a8a3b2427
836,robin,mouse,bus,airplane,hamster,Distractor 1,True,False,5fe508e86079e12a8a3b2427
837,salmon,shark,sparrow,chicken,dolphin,Distractor 1,True,False,5fe508e86079e12a8a3b2427
838,robin,mouse,car,airplane,hamster,Distractor 1,True,False,5fe508e86079e12a8a3b2427
839,salmon,shark,sparrow,chicken,whale,Distractor 1,True,False,5fe508e86079e12a8a3b2427
840,trout,shark,horse,pig,whale,Distractor 2,True,False,5f3a7e7b3a55e009ff81175e
841,tank,car,pistol,rifle,truck,Distractor 2,False,False,5f3a7e7b3a55e009ff81175e
842,tank,truck,pistol,rifle,car,Distractor 2,True,False,5f3a7e7b3a55e009ff81175e
843,salmon,shark,sparrow,chicken,whale,Distractor 2,True,False,5f3a7e7b3a55e009ff81175e
844,blackbird,polar bear,bus,airplane,penguin,Distractor 2,False,False,5f3a7e7b3a55e009ff81175e
845,robin,mouse,car,airplane,hamster,Distractor 2,False,True,5f3a7e7b3a55e009ff81175e
846,salmon,shark,horse,pig,dolphin,Distractor 2,True,False,5f3a7e7b3a55e009ff81175e
847,pelican,polar bear,bus,airplane,penguin,Distractor 2,False,False,5f3a7e7b3a55e009ff81175e
848,eagle,rooster,pelican,seagull,chicken,Distractor 2,False,True,5f3a7e7b3a55e009ff81175e
849,cello,guitar,organ,piano,bass guitar,Distractor 2,True,False,5f3a7e7b3a55e009ff81175e
850,duck,pelican,horse,pig,seagull,Distractor 2,False,False,5f3a7e7b3a55e009ff81175e
851,duck,pelican,goldfish,salmon,seagull,Distractor 2,False,False,5f3a7e7b3a55e009ff81175e
852,owl,polar bear,bus,airplane,penguin,Distractor 2,False,False,5f3a7e7b3a55e009ff81175e
853,crow,mouse,bus,airplane,hamster,Distractor 2,False,True,5f3a7e7b3a55e009ff81175e
854,salmon,sperm whale,horse,pig,whale,Distractor 2,False,False,5f3a7e7b3a55e009ff81175e
855,trout,orca,horse,pig,whale,Distractor 2,False,False,5f3a7e7b3a55e009ff81175e
856,cobra,alligator,chameleon,lizard,crocodile,Distractor 2,False,True,5f3a7e7b3a55e009ff81175e
857,cobra,alligator,gecko,lizard,crocodile,Distractor 2,False,True,5f3a7e7b3a55e009ff81175e
858,salmon,shark,sparrow,chicken,dolphin,Distractor 2,True,False,5f3a7e7b3a55e009ff81175e
859,sparrow,mouse,bus,airplane,hamster,Distractor 2,False,True,5f3a7e7b3a55e009ff81175e
860,snake,alligator,toad,frog,crocodile,Distractor 2,False,True,5f3a7e7b3a55e009ff81175e
861,dolphin,whale,herring,cod,sperm whale,Distractor 2,True,False,5f3a7e7b3a55e009ff81175e
862,blackbird,polar bear,car,airplane,penguin,Distractor 2,False,False,5f3a7e7b3a55e009ff81175e
863,trout,shark,horse,pig,dolphin,Distractor 2,True,False,5f3a7e7b3a55e009ff81175e
864,blackbird,mouse,car,airplane,hamster,Distractor 2,False,True,5f3a7e7b3a55e009ff81175e
865,owl,polar bear,car,airplane,penguin,Distractor 2,False,False,5f3a7e7b3a55e009ff81175e
866,snake,alligator,gecko,lizard,crocodile,Distractor 2,False,True,5f3a7e7b3a55e009ff81175e
